x,y,z
3.22,3.53,1.52
3.22,3.59,1.57
3.2,3.65,1.52
3.18,3.72,1.47
3.19,3.8,1.4
3.17,3.85,1.39
3.19,3.93,1.4
3.16,3.97,1.4
3.16,4.02,1.36
3.19,4.06,1.33
3.18,4.11,1.31
3.16,4.17,1.32
3.21,4.18,1.47
3.23,4.25,1.45
3.26,4.28,1.44
3.27,4.31,1.39
3.25,4.35,1.37
3.25,4.38,1.47
3.21,4.45,1.43
3.24,4.48,1.52
3.26,4.52,1.52
3.25,4.57,1.47
3.19,4.61,1.53
3.33,4.57,1.49
3.28,4.61,1.44
3.15,4.69,1.43
3.13,4.71,1.45
3.1,4.73,1.48
3.17,4.72,1.47
3.19,4.68,1.53
3.23,4.63,1.62
3.07,4.68,1.63
2.96,4.76,1.57
2.85,4.77,1.52
2.76,4.77,1.48
2.68,4.79,1.48
2.61,4.8,1.51
2.7,4.71,1.49
2.62,4.74,1.43
2.58,4.74,1.48
2.53,4.74,1.45
2.43,4.77,1.46
2.44,4.73,1.41
2.42,4.71,1.37
2.36,4.73,1.46
2.29,4.74,1.44
2.33,4.7,1.39
2.31,4.72,1.37
2.3,4.74,1.35
2.27,4.8,1.33
2.27,4.8,1.33
2.22,4.81,1.31
2.17,4.82,1.33
2.09,4.82,1.3
2.06,4.81,1.4
2.1,4.74,1.4
2.02,4.76,1.4
1.96,4.77,1.47
1.89,4.77,1.48
1.83,4.78,1.41
1.77,4.79,1.48
1.73,4.8,1.45
1.69,4.82,1.47
1.63,4.83,1.5
1.57,4.84,1.54
1.5,4.83,1.48
1.46,4.83,1.55
1.4,4.81,1.48
1.36,4.8,1.55
1.31,4.78,1.5
1.27,4.75,1.51
1.23,4.72,1.46
1.18,4.72,1.44
1.14,4.73,1.42
1.08,4.72,1.5
1.03,4.74,1.48
0.96,4.74,1.48
0.91,4.72,1.52
0.84,4.69,1.58
0.78,4.68,1.56
0.65,4.61,1.5
0.63,4.59,1.5
0.62,4.55,1.5
0.6,4.51,1.49
0.58,4.46,1.52
0.63,4.43,1.6
0.66,4.4,1.6
0.68,4.33,1.59
0.74,4.31,1.6
0.78,4.27,1.64
0.81,4.22,1.64
0.85,4.19,1.62
0.88,4.17,1.58
0.87,4.14,1.51
0.84,4.09,1.5
0.84,4.04,1.48
0.84,3.98,1.46
0.84,3.91,1.51
0.85,3.86,1.47
0.85,3.79,1.49
0.88,3.73,1.48
0.91,3.69,1.58
0.91,3.66,1.64
0.92,3.63,1.57
0.91,3.57,1.51
0.94,3.52,1.59
0.99,3.42,1.5
1.1,3.33,1.44
1.08,3.3,1.45
1.07,3.28,1.41
0.99,3.29,1.43
0.97,3.27,1.41
0.96,3.23,1.41
0.94,3.19,1.41
0.9,3.15,1.38
0.84,3.1,1.42
0.83,3.05,1.45
0.86,2.99,1.4
0.87,2.94,1.44
0.87,2.89,1.41
0.84,2.88,1.43
0.82,2.85,1.44
0.83,2.79,1.46
0.85,2.75,1.45
0.87,2.71,1.49
0.89,2.64,1.45
0.96,2.58,1.41
1.01,2.53,1.42
1.02,2.48,1.41
1,2.43,1.39
0.99,2.38,1.36
1,2.35,1.46
0.98,2.3,1.44
0.88,2.22,1.39
0.82,2.12,1.34
0.81,2.07,1.34
0.83,2.03,1.42
0.78,1.97,1.38
0.74,1.92,1.35
0.73,1.87,1.37
0.77,1.85,1.38
0.8,1.83,1.35
0.85,1.79,1.35
0.92,1.73,1.39
0.92,1.67,1.41
0.98,1.64,1.4
0.98,1.56,1.43
1.01,1.56,1.42
1.08,1.54,1.39
1.14,1.5,1.43
1.18,1.49,1.51
1.18,1.47,1.49
1.26,1.45,1.46
1.3,1.45,1.46
1.34,1.44,1.46
1.37,1.43,1.43
1.41,1.45,1.49
1.48,1.44,1.59
1.52,1.42,1.57
1.58,1.41,1.49
1.62,1.43,1.43
1.67,1.41,1.38
1.7,1.42,1.43
1.75,1.44,1.49
1.77,1.42,1.54
1.82,1.42,1.48
1.85,1.4,1.43
1.92,1.44,1.48
1.97,1.46,1.46
2.02,1.49,1.46
2.07,1.48,1.43
2.14,1.5,1.44
2.16,1.46,1.45
2.22,1.46,1.41
2.3,1.48,1.4
2.38,1.5,1.42
2.43,1.49,1.48
2.49,1.5,1.48
2.54,1.51,1.55
2.56,1.49,1.51
2.61,1.5,1.59
2.62,1.49,1.56
2.65,1.47,1.52
2.71,1.49,1.51
2.77,1.52,1.44
2.82,1.54,1.4
2.86,1.55,1.49
2.87,1.54,1.5
2.97,1.58,1.52
2.99,1.57,1.53
3.04,1.59,1.46
3.09,1.61,1.48
3.1,1.61,1.44
3.16,1.63,1.53
3.18,1.68,1.51
3.24,1.75,1.5
3.26,1.81,1.59
3.25,1.84,1.57
3.23,1.91,1.62
3.24,1.95,1.54
3.22,2.04,1.54
3.21,2.08,1.47
3.19,2.15,1.5
3.2,2.2,1.46
3.24,2.24,1.46
3.2,2.3,1.4
3.18,2.35,1.51
3.17,2.38,1.44
3.16,2.43,1.45
3.16,2.48,1.52
3.12,2.47,1.49
3.1,2.51,1.42
3.09,2.54,1.47
3.11,2.57,1.45
3.13,2.61,1.52
3.04,2.59,1.46
3.14,2.67,1.54
3.13,2.76,1.5
3.13,2.79,1.44
3.21,2.88,1.42
3.18,2.95,1.55
3.14,3.03,1.59
3.1,3.1,1.65
3.06,3.16,1.68
3.1,3.22,1.66
3.13,3.24,1.57
3.19,3.27,1.49
3.2,3.33,1.49
3.21,3.35,1.59
3.22,3.41,1.61
3.21,3.47,1.52
3.21,3.54,1.55
3.22,3.59,1.51
3.28,3.62,1.47
3.25,3.67,1.41
3.13,3.68,1.35
3.05,3.72,1.41
3.05,3.79,1.38
3.01,3.82,1.43
3,3.86,1.38
3.06,3.95,1.38
3.08,4.02,1.41
3.08,4.07,1.52
3.17,4.09,1.46
3.27,4.14,1.44
3.33,4.14,1.53
3.29,4.2,1.46
3.34,4.23,1.44
3.32,4.28,1.4
3.36,4.33,1.46
3.38,4.38,1.47
3.49,4.39,1.57
3.5,4.43,1.53
3.51,4.48,1.53
3.56,4.48,1.56
3.55,4.51,1.58
3.51,4.54,1.58
3.58,4.51,1.52
3.52,4.55,1.46
3.56,4.51,1.55
3.49,4.53,1.49
3.43,4.56,1.45
3.19,4.68,1.57
3.07,4.73,1.65
2.96,4.8,1.57
2.88,4.83,1.55
2.74,4.9,1.55
2.69,4.97,1.56
2.57,5.01,1.56
2.5,5.01,1.53
2.46,5.01,1.5
2.41,5,1.54
2.36,4.96,1.52
2.31,4.94,1.46
2.28,4.95,1.49
2.23,4.95,1.47
2.17,4.93,1.51
2.12,4.9,1.58
2.07,4.89,1.54
2.03,4.88,1.46
1.97,4.87,1.41
1.93,4.85,1.49
1.88,4.84,1.44
1.86,4.83,1.47
1.81,4.82,1.44
1.76,4.83,1.39
1.71,4.84,1.43
1.66,4.85,1.53
1.6,4.87,1.48
1.55,4.88,1.43
1.52,4.89,1.4
1.48,4.9,1.41
1.42,4.91,1.42
1.38,4.91,1.44
1.32,4.91,1.45
1.27,4.88,1.48
1.19,4.87,1.43
1.12,4.88,1.4
1.07,4.86,1.46
1.01,4.85,1.43
0.98,4.85,1.42
0.94,4.83,1.42
0.94,4.82,1.41
0.91,4.78,1.47
0.88,4.74,1.46
0.68,4.62,1.5
0.66,4.56,1.44
0.64,4.5,1.47
0.62,4.46,1.42
0.62,4.43,1.42
0.61,4.37,1.42
0.59,4.32,1.39
0.64,4.32,1.36
0.68,4.3,1.32
0.73,4.28,1.31
0.73,4.23,1.31
0.76,4.2,1.44
0.77,4.14,1.53
0.78,4.09,1.47
0.81,4.05,1.59
0.8,4,1.51
0.8,3.96,1.48
0.82,3.9,1.54
0.82,3.84,1.54
0.82,3.79,1.53
0.83,3.76,1.47
0.87,3.72,1.41
0.86,3.68,1.37
0.84,3.61,1.46
0.84,3.57,1.47
0.85,3.52,1.43
0.86,3.45,1.47
0.87,3.38,1.44
0.88,3.33,1.45
0.89,3.28,1.52
0.87,3.24,1.48
0.79,3.23,1.43
0.87,3.15,1.48
0.91,3.07,1.47
0.95,3,1.46
0.94,2.95,1.43
0.93,2.91,1.44
0.84,2.93,1.4
0.81,2.82,1.36
0.86,2.77,1.49
0.89,2.7,1.42
0.88,2.63,1.38
0.88,2.57,1.41
0.85,2.51,1.41
0.84,2.42,1.4
0.8,2.34,1.35
0.77,2.29,1.37
0.77,2.27,1.5
0.81,2.22,1.43
0.78,2.18,1.45
0.77,2.13,1.44
0.83,2.08,1.39
0.91,2.02,1.37
0.97,1.98,1.46
0.94,1.89,1.4
0.88,1.88,1.38
0.82,1.88,1.38
0.86,1.81,1.4
0.8,1.8,1.48
0.78,1.8,1.57
0.73,1.79,1.56
0.72,1.75,1.6
0.79,1.67,1.56
0.83,1.64,1.59
0.95,1.6,1.62
0.95,1.54,1.57
0.96,1.5,1.48
1.04,1.49,1.48
1.09,1.47,1.48
1.2,1.49,1.56
1.3,1.49,1.52
1.4,1.49,1.58
1.45,1.5,1.62
1.5,1.51,1.61
1.51,1.52,1.54
1.51,1.5,1.52
1.56,1.48,1.49
1.6,1.48,1.52
1.67,1.49,1.53
1.76,1.48,1.45
1.88,1.47,1.47
1.88,1.47,1.51
1.91,1.47,1.61
1.96,1.47,1.62
2.06,1.5,1.62
2.09,1.49,1.58
2.14,1.49,1.56
2.2,1.49,1.52
2.28,1.53,1.55
2.38,1.52,1.47
2.49,1.52,1.41
2.51,1.55,1.43
2.53,1.56,1.47
2.54,1.56,1.46
2.61,1.58,1.47
2.69,1.57,1.43
2.75,1.58,1.42
2.81,1.58,1.51
2.87,1.57,1.56
2.91,1.56,1.62
2.95,1.54,1.62
3.02,1.53,1.57
3.08,1.53,1.56
3.12,1.54,1.53
3.09,1.54,1.52
3.13,1.58,1.53
3.19,1.64,1.51
3.21,1.7,1.53
3.24,1.78,1.58
3.24,1.81,1.59
3.24,1.9,1.54
3.23,1.97,1.58
3.21,2.03,1.64
3.2,2.09,1.55
3.26,2.11,1.47
3.3,2.16,1.43
3.33,2.21,1.47
3.33,2.29,1.54
3.34,2.36,1.47
3.31,2.43,1.49
3.28,2.48,1.48
3.23,2.52,1.52
3.27,2.55,1.44
3.2,2.56,1.39
3.19,2.64,1.34
3.2,2.71,1.36
3.23,2.77,1.37
3.18,2.84,1.38
3.16,2.9,1.44
3.2,2.99,1.39
3.22,3.05,1.35
3.19,3.09,1.39
3.21,3.15,1.37
3.24,3.19,1.49
3.28,3.26,1.47
3.27,3.31,1.54
3.25,3.36,1.53
3.26,3.41,1.54
3.25,3.47,1.5
3.21,3.5,1.49
3.15,3.55,1.54
3.21,3.62,1.54
3.16,3.67,1.53
3.08,3.69,1.58
3.06,3.77,1.5
3.06,3.81,1.55
3.1,3.87,1.54
3.17,3.94,1.52
3.19,3.98,1.46
3.17,3.98,1.56
3.17,4.02,1.48
3.18,4.07,1.49
3.22,4.11,1.55
3.21,4.16,1.6
3.28,4.2,1.54
3.28,4.23,1.56
3.45,4.22,1.54
3.52,4.23,1.48
3.56,4.27,1.47
3.55,4.33,1.47
3.5,4.37,1.5
3.57,4.36,1.52
3.62,4.38,1.54
3.67,4.38,1.55
3.68,4.39,1.56
3.67,4.43,1.53
3.61,4.51,1.56
3.54,4.56,1.65
3.5,4.59,1.65
3.49,4.55,1.7
3.48,4.53,1.67
3.3,4.64,1.58
3.22,4.68,1.53
3.18,4.69,1.46
3.08,4.76,1.45
2.95,4.81,1.46
2.89,4.82,1.55
2.81,4.82,1.56
2.74,4.84,1.52
2.7,4.87,1.54
2.64,4.88,1.48
2.59,4.9,1.48
2.52,4.91,1.47
2.46,4.91,1.58
2.41,4.93,1.52
2.35,4.93,1.49
2.3,4.92,1.43
2.29,4.93,1.38
2.28,4.95,1.4
2.22,4.96,1.37
2.16,4.95,1.42
2.1,4.95,1.37
2.04,4.93,1.34
1.99,4.92,1.32
1.93,4.87,1.35
1.87,4.85,1.4
1.82,4.83,1.38
1.78,4.8,1.42
1.75,4.78,1.54
1.67,4.79,1.46
1.62,4.8,1.43
1.58,4.79,1.47
1.51,4.79,1.45
1.45,4.8,1.42
1.39,4.82,1.45
1.33,4.83,1.48
1.29,4.82,1.49
1.25,4.81,1.49
1.2,4.81,1.5
1.17,4.81,1.47
1.13,4.81,1.44
1.06,4.79,1.47
0.99,4.77,1.47
0.97,4.71,1.38
0.9,4.71,1.45
0.85,4.68,1.57
0.81,4.64,1.57
0.73,4.58,1.5
0.81,4.61,1.53
0.72,4.54,1.54
0.66,4.51,1.49
0.65,4.47,1.56
0.66,4.42,1.53
0.69,4.39,1.5
0.69,4.32,1.47
0.73,4.29,1.44
0.73,4.27,1.37
0.77,4.21,1.39
0.84,4.16,1.4
0.85,4.08,1.48
0.89,4.04,1.48
0.89,3.99,1.47
0.9,3.95,1.5
0.89,3.92,1.49
0.87,3.9,1.46
0.92,3.83,1.5
0.95,3.76,1.52
0.94,3.7,1.48
0.93,3.64,1.44
0.96,3.58,1.43
0.94,3.53,1.5
0.93,3.49,1.46
0.91,3.44,1.49
0.91,3.39,1.45
0.95,3.34,1.42
0.94,3.27,1.38
0.96,3.21,1.34
0.89,3.15,1.37
0.9,3.13,1.35
0.81,3.04,1.34
0.88,3,1.36
0.86,2.98,1.35
0.87,2.93,1.35
0.88,2.9,1.4
0.86,2.82,1.37
0.89,2.76,1.33
0.86,2.7,1.41
0.85,2.64,1.47
0.87,2.59,1.47
0.89,2.54,1.49
0.89,2.49,1.49
0.91,2.44,1.45
0.85,2.35,1.48
0.9,2.29,1.48
0.92,2.22,1.43
0.95,2.17,1.51
0.95,2.13,1.61
0.91,2.08,1.56
0.89,2.02,1.55
0.77,2.03,1.56
0.68,2,1.57
0.61,1.97,1.53
0.62,1.91,1.55
0.58,1.88,1.66
0.64,1.78,1.64
0.72,1.69,1.63
0.83,1.61,1.56
0.95,1.54,1.57
1.01,1.49,1.58
1.02,1.44,1.55
1.07,1.42,1.54
1.07,1.4,1.51
1.12,1.42,1.5
1.16,1.44,1.48
1.2,1.44,1.53
1.27,1.45,1.49
1.34,1.46,1.53
1.42,1.46,1.46
1.49,1.45,1.5
1.55,1.48,1.53
1.56,1.46,1.56
1.6,1.45,1.5
1.69,1.44,1.45
1.77,1.46,1.49
1.82,1.46,1.45
1.86,1.46,1.52
1.91,1.47,1.54
1.98,1.49,1.51
2.06,1.5,1.49
2.13,1.51,1.55
2.16,1.5,1.57
2.23,1.51,1.59
2.28,1.51,1.64
2.34,1.52,1.58
2.37,1.51,1.57
2.42,1.5,1.51
2.48,1.5,1.47
2.53,1.51,1.47
2.55,1.5,1.52
2.62,1.51,1.55
2.7,1.52,1.56
2.79,1.54,1.51
2.87,1.55,1.49
2.94,1.57,1.47
2.99,1.62,1.51
3.05,1.64,1.54
3.11,1.69,1.51
3.14,1.74,1.53
3.14,1.77,1.5
3.1,1.79,1.46
3.11,1.86,1.48
3.13,1.95,1.44
3.15,2.02,1.41
3.15,2.08,1.49
3.18,2.13,1.51
3.23,2.16,1.51
3.22,2.22,1.51
3.16,2.29,1.54
3.12,2.34,1.5
3.08,2.4,1.5
3.09,2.42,1.45
3.06,2.48,1.5
3.06,2.53,1.49
3.06,2.58,1.47
3.05,2.65,1.49
3.03,2.71,1.43
3.03,2.78,1.44
2.99,2.87,1.44
3.01,2.91,1.39
2.97,2.97,1.34
2.98,3.04,1.35
3.03,3.09,1.39
3.07,3.12,1.4
3.16,3.13,1.37
3.22,3.16,1.35
3.21,3.21,1.4
3.16,3.27,1.45
3.16,3.33,1.41
3.18,3.38,1.42
3.18,3.44,1.43
3.14,3.53,1.39
3.12,3.58,1.43
3.19,3.63,1.43
3.24,3.7,1.47
3.27,3.73,1.46
3.18,3.74,1.46
3.22,3.81,1.57
3.25,3.89,1.57
3.24,3.97,1.49
3.24,4.02,1.53
3.3,4.06,1.49
3.31,4.13,1.46
3.3,4.19,1.43
3.22,4.26,1.41
3.26,4.27,1.45
3.29,4.29,1.43
3.34,4.32,1.39
3.32,4.36,1.45
3.37,4.37,1.51
3.4,4.4,1.61
3.41,4.46,1.6
3.31,4.54,1.55
3.18,4.63,1.56
3.18,4.63,1.52
3.13,4.66,1.46
3.03,4.72,1.48
2.93,4.75,1.5
2.88,4.77,1.46
2.82,4.77,1.55
2.72,4.78,1.56
2.67,4.8,1.58
2.63,4.83,1.63
2.57,4.83,1.52
2.52,4.83,1.57
2.46,4.81,1.51
2.4,4.82,1.53
2.3,4.83,1.48
2.25,4.82,1.51
2.2,4.83,1.49
2.15,4.86,1.48
2.1,4.88,1.45
2.06,4.89,1.43
2.01,4.88,1.42
2.04,4.95,1.39
1.95,4.9,1.48
1.87,4.87,1.46
1.79,4.84,1.57
1.75,4.84,1.54
1.68,4.84,1.48
1.59,4.81,1.47
1.51,4.79,1.44
1.46,4.79,1.43
1.41,4.81,1.41
1.4,4.83,1.42
1.34,4.81,1.47
1.27,4.8,1.56
1.2,4.8,1.55
1.14,4.8,1.54
1.07,4.81,1.53
1.02,4.83,1.49
0.98,4.85,1.49
0.94,4.87,1.55
0.9,4.87,1.58
0.86,4.85,1.56
0.82,4.81,1.63
0.76,4.78,1.54
0.71,4.73,1.54
0.69,4.69,1.48
0.78,4.7,1.46
0.7,4.61,1.45
0.68,4.54,1.42
0.67,4.46,1.44
0.68,4.41,1.39
0.74,4.41,1.37
0.76,4.36,1.43
0.77,4.28,1.42
0.79,4.22,1.47
0.79,4.18,1.46
0.8,4.12,1.43
0.81,4.06,1.4
0.82,4.02,1.48
0.83,3.98,1.45
0.86,3.92,1.39
0.87,3.85,1.35
0.87,3.81,1.35
0.88,3.77,1.49
0.87,3.72,1.47
0.87,3.69,1.44
0.88,3.66,1.42
0.89,3.63,1.44
0.93,3.59,1.41
0.96,3.55,1.39
0.98,3.51,1.39
1.01,3.47,1.39
1.05,3.43,1.39
1.06,3.41,1.45
1.07,3.38,1.45
1.03,3.33,1.41
1.05,3.31,1.44
1.08,3.28,1.43
1.06,3.23,1.4
0.98,3.14,1.52
0.89,3.08,1.49
0.86,3.02,1.51
0.86,3,1.52
0.85,2.95,1.46
0.86,2.91,1.46
0.86,2.87,1.43
0.91,2.85,1.52
0.9,2.81,1.63
0.92,2.79,1.62
0.91,2.77,1.54
0.88,2.76,1.48
0.94,2.72,1.53
0.94,2.69,1.5
0.94,2.67,1.47
0.97,2.61,1.44
1,2.55,1.42
0.97,2.5,1.46
0.99,2.48,1.45
0.96,2.43,1.42
0.96,2.39,1.38
0.89,2.34,1.46
0.89,2.31,1.42
0.85,2.24,1.43
0.84,2.2,1.45
0.83,2.13,1.46
0.86,2.07,1.5
0.87,2.04,1.51
0.88,1.98,1.56
0.89,1.94,1.54
0.92,1.91,1.62
0.94,1.88,1.58
0.95,1.83,1.55
0.99,1.77,1.55
0.99,1.76,1.52
0.99,1.73,1.55
0.97,1.65,1.49
1.01,1.64,1.5
1.06,1.63,1.44
1.1,1.61,1.44
1.13,1.61,1.47
1.16,1.57,1.5
1.17,1.52,1.45
1.24,1.52,1.5
1.29,1.51,1.47
1.35,1.5,1.52
1.4,1.51,1.51
1.47,1.5,1.56
1.52,1.53,1.49
1.52,1.5,1.47
1.58,1.5,1.43
1.65,1.51,1.46
1.72,1.53,1.47
1.78,1.58,1.53
1.79,1.58,1.48
1.84,1.59,1.61
1.91,1.61,1.65
1.95,1.62,1.66
1.99,1.63,1.71
1.98,1.59,1.69
2.02,1.58,1.7
2.04,1.55,1.6
2.04,1.53,1.58
2.06,1.51,1.65
2.15,1.55,1.65
2.18,1.52,1.59
2.24,1.51,1.51
2.29,1.52,1.5
2.38,1.52,1.46
2.48,1.5,1.4
2.54,1.54,1.43
2.58,1.54,1.47
2.6,1.54,1.5
2.62,1.54,1.53
2.69,1.55,1.59
2.74,1.58,1.62
2.79,1.6,1.59
2.86,1.65,1.59
2.9,1.67,1.66
2.96,1.71,1.66
3.02,1.73,1.6
3.08,1.75,1.63
3.15,1.74,1.59
3.16,1.75,1.57
3.22,1.8,1.63
3.21,1.8,1.58
3.27,1.85,1.51
3.24,1.84,1.49
3.21,1.87,1.49
3.19,1.9,1.43
3.18,1.93,1.4
3.2,2.01,1.46
3.18,2.08,1.5
3.21,2.15,1.48
3.2,2.22,1.44
3.21,2.25,1.41
3.21,2.29,1.43
3.19,2.32,1.4
3.17,2.36,1.44
3.16,2.39,1.39
3.11,2.43,1.43
3.07,2.48,1.39
3.06,2.52,1.48
3.05,2.55,1.48
3.02,2.61,1.53
3.02,2.67,1.45
3.05,2.71,1.38
3.03,2.79,1.49
3.09,2.81,1.48
3.13,2.84,1.5
3.13,2.88,1.46
3.11,2.94,1.51
3.06,3.01,1.48
3.03,3.08,1.53
3.02,3.13,1.53
3.01,3.18,1.49
3.03,3.21,1.61
3.02,3.28,1.59
3.05,3.3,1.58
3.09,3.33,1.54
3.14,3.35,1.49
3.18,3.41,1.42
3.2,3.45,1.43
3.26,3.5,1.46
3.23,3.57,1.5
3.2,3.61,1.53
3.18,3.64,1.52
3.17,3.71,1.48
3.15,3.77,1.55
3.14,3.85,1.54
3.12,3.91,1.57
3.21,4.01,1.48
3.19,4.05,1.51
3.16,4.09,1.48
3.15,4.13,1.42
3.17,4.13,1.46
3.13,4.18,1.47
3.1,4.25,1.45
3.03,4.34,1.41
3.01,4.43,1.37
3.03,4.46,1.41
3.02,4.52,1.45
2.99,4.57,1.55
3.13,4.54,1.55
3.14,4.56,1.61
3.22,4.53,1.63
3.08,4.63,1.59
3.09,4.63,1.66
3.01,4.66,1.63
2.96,4.69,1.6
2.9,4.72,1.53
2.84,4.73,1.5
2.76,4.75,1.55
2.67,4.78,1.58
2.61,4.82,1.56
2.56,4.83,1.59
2.52,4.86,1.57
2.44,4.89,1.53
2.39,4.9,1.48
2.35,4.88,1.51
2.28,4.88,1.45
2.25,4.89,1.41
2.23,4.91,1.44
2.18,4.91,1.54
2.15,4.92,1.48
2.1,4.9,1.53
2.05,4.9,1.56
2,4.87,1.63
1.95,4.84,1.67
1.91,4.82,1.65
1.84,4.8,1.64
1.8,4.78,1.55
1.79,4.79,1.52
1.8,4.83,1.45
1.76,4.82,1.47
1.73,4.85,1.46
1.65,4.84,1.48
1.59,4.83,1.44
1.54,4.83,1.5
1.46,4.83,1.59
1.4,4.84,1.61
1.36,4.87,1.62
1.31,4.88,1.59
1.27,4.85,1.62
1.21,4.83,1.56
1.15,4.8,1.57
1.09,4.79,1.55
1.02,4.76,1.52
0.94,4.72,1.5
0.93,4.73,1.46
0.87,4.69,1.41
0.83,4.66,1.45
0.77,4.6,1.43
0.7,4.55,1.44
0.66,4.51,1.48
0.64,4.48,1.46
0.62,4.43,1.48
0.6,4.41,1.59
0.62,4.42,1.54
0.66,4.42,1.55
0.68,4.38,1.48
0.73,4.35,1.57
0.79,4.31,1.64
0.85,4.28,1.66
0.89,4.25,1.64
0.9,4.21,1.62
0.91,4.14,1.54
0.94,4.1,1.6
0.93,4.06,1.56
0.97,4.02,1.55
0.99,3.99,1.55
1.02,3.96,1.59
1.03,3.93,1.6
1.05,3.9,1.61
1.05,3.86,1.59
1.04,3.83,1.54
0.99,3.83,1.47
1.02,3.76,1.51
1.04,3.71,1.55
0.98,3.69,1.55
0.89,3.68,1.48
0.95,3.62,1.4
0.95,3.56,1.43
0.94,3.52,1.43
0.96,3.47,1.47
0.96,3.42,1.53
0.97,3.35,1.54
0.96,3.32,1.46
0.95,3.27,1.43
0.95,3.22,1.39
0.95,3.17,1.5
0.97,3.14,1.55
1,3.1,1.52
1,3.07,1.49
0.95,2.99,1.45
0.96,2.94,1.42
0.98,2.89,1.37
1,2.84,1.47
0.96,2.78,1.45
0.93,2.7,1.49
0.95,2.65,1.51
0.93,2.62,1.58
0.93,2.55,1.57
0.88,2.46,1.55
0.88,2.39,1.56
0.89,2.31,1.57
0.91,2.27,1.59
0.92,2.21,1.61
0.92,2.14,1.54
0.96,2.07,1.53
0.94,2.06,1.56
0.91,2.03,1.5
0.98,1.93,1.52
1,1.87,1.49
1,1.83,1.44
1,1.79,1.54
1.01,1.73,1.51
1,1.68,1.56
0.97,1.65,1.59
1.02,1.64,1.55
1.08,1.62,1.5
1.15,1.58,1.59
1.19,1.57,1.54
1.29,1.57,1.56
1.36,1.57,1.58
1.42,1.55,1.61
1.5,1.57,1.55
1.5,1.52,1.47
1.58,1.51,1.45
1.68,1.46,1.44
1.79,1.45,1.46
1.86,1.46,1.45
1.96,1.43,1.41
2.01,1.42,1.4
2.07,1.44,1.41
2.09,1.43,1.45
2.15,1.43,1.46
2.22,1.46,1.48
2.27,1.48,1.49
2.32,1.5,1.47
2.39,1.54,1.42
2.47,1.56,1.46
2.56,1.56,1.46
2.57,1.55,1.49
2.65,1.58,1.53
2.73,1.62,1.57
2.82,1.65,1.51
2.91,1.66,1.46
2.96,1.66,1.41
3.02,1.67,1.37
3.09,1.66,1.41
3.1,1.71,1.43
3.12,1.75,1.45
3.13,1.8,1.43
3.12,1.85,1.39
3.11,1.92,1.37
3.12,2,1.48
3.13,2.06,1.43
3.12,2.14,1.41
3.15,2.2,1.41
3.16,2.26,1.36
3.14,2.34,1.34
3.17,2.37,1.33
3.15,2.44,1.4
3.15,2.5,1.39
3.12,2.54,1.34
3.1,2.61,1.44
3.11,2.66,1.52
3.13,2.73,1.57
3.14,2.8,1.52
3.15,2.87,1.6
3.17,2.93,1.54
3.16,3.02,1.58
3.13,3.09,1.49
3.1,3.17,1.54
3.07,3.24,1.5
3.13,3.28,1.45
3.12,3.37,1.5
3.19,3.42,1.5
3.18,3.5,1.53
3.19,3.57,1.49
3.18,3.64,1.43
3.19,3.71,1.41
3.21,3.79,1.38
3.16,3.85,1.49
3.13,3.91,1.5
3.11,3.96,1.5
3.12,4.02,1.47
3.11,4.1,1.43
3.1,4.16,1.42
3.14,4.17,1.42
3.16,4.19,1.41
3.21,4.22,1.41
3.2,4.29,1.45
3.2,4.38,1.42
3.19,4.47,1.39
3.26,4.49,1.36
3.32,4.51,1.36
3.41,4.51,1.47
3.5,4.53,1.43
3.36,4.61,1.53
3.43,4.59,1.52
3.45,4.6,1.49
3.45,4.58,1.55
3.42,4.59,1.49
3.22,4.69,1.44
3.1,4.76,1.56
3.01,4.82,1.6
2.86,4.87,1.54
2.76,4.91,1.47
2.65,4.9,1.54
2.53,4.88,1.55
2.39,4.87,1.52
2.35,4.81,1.58
2.33,4.82,1.53
2.26,4.81,1.61
2.2,4.79,1.63
2.15,4.78,1.64
2.13,4.79,1.59
2.11,4.78,1.51
2.05,4.77,1.52
2,4.77,1.47
1.93,4.76,1.46
1.89,4.75,1.54
1.85,4.77,1.55
1.84,4.83,1.55
1.82,4.81,1.57
1.78,4.75,1.61
1.75,4.86,1.41
1.68,4.79,1.55
1.68,4.76,1.61
1.67,4.74,1.55
1.65,4.69,1.54
1.63,4.67,1.51
1.6,4.65,1.51
1.59,4.64,1.44
1.58,4.64,1.39
1.59,4.64,1.38
1.6,4.63,1.37
1.6,4.61,1.36
1.6,4.62,1.38
1.61,4.61,1.44
1.6,4.59,1.49
1.66,4.64,1.43
1.64,4.64,1.42
1.6,4.63,1.4
1.59,4.61,1.45
1.6,4.62,1.54
1.48,4.54,1.51
1.53,4.57,1.46
1.56,4.59,1.44
1.6,4.63,1.5
1.63,4.65,1.48
1.64,4.66,1.43
1.65,4.65,1.41
1.66,4.66,1.38
1.66,4.67,1.36
1.66,4.66,1.35
1.65,4.68,1.33
1.64,4.68,1.35
1.66,4.67,1.49
1.64,4.67,1.44
1.63,4.65,1.43
1.65,4.66,1.43
1.66,4.67,1.45
1.66,4.67,1.49
1.65,4.67,1.44
1.62,4.7,1.45
1.63,4.7,1.43
1.63,4.7,1.42
1.68,4.72,1.42
1.69,4.71,1.43
1.66,4.69,1.37
